Elvation Azimuth       Counts
 -116.50    8.00   0.00370650
 -115.50    8.00   0.00385178
 -114.50    8.00   0.00393237
 -113.50    8.00   0.00394080
 -112.50    8.00   0.00389301
 -111.50    8.00   0.00382007
 -110.50    8.00   0.00375800
 -109.50    8.00   0.00373687
 -108.50    8.00   0.00377013
 -107.50    8.00   0.00384870
 -106.50    8.00   0.00394391
 -105.50    8.00   0.00401882
 -104.50    8.00   0.00404339
 -103.50    8.00   0.00400767
 -102.50    8.00   0.00392821
 -101.50    8.00   0.00384476
 -100.50    8.00   0.00380648
  -99.50    8.00   0.00384835
  -98.50    8.00   0.00396449
  -97.50    8.00   0.00409588
  -96.50    8.00   0.00415243
  -95.50    8.00   0.00406613
  -94.50    8.00   0.00383539
  -93.50    8.00   0.00352055
  -92.50    8.00   0.00321088
  -91.50    8.00   0.00299183
  -90.50    8.00   0.00299278
  -89.50    8.00   0.00307222
  -88.50    8.00   0.00317120
  -87.50    8.00   0.00329700
  -86.50    8.00   0.00356588
  -85.50    8.00   0.00377862
  -84.50    8.00   0.00390689
  -83.50    8.00   0.00395883
  -82.50    8.00   0.00394737
  -81.50    8.00   0.00389073
  -80.50    8.00   0.00381082
  -79.50    8.00   0.00372905
  -78.50    8.00   0.00368402
  -77.50    8.00   0.00373370
  -76.50    8.00   0.00378735
  -75.50    8.00   0.00381522
  -74.50    8.00   0.00381451
  -73.50    8.00   0.00378080
  -72.50    8.00   0.00370979
  -71.50    8.00   0.00360466
  -70.50    8.00   0.00348233
  -69.50    8.00   0.00337381
  -68.50    8.00   0.00331556
  -67.50    8.00   0.00333451
  -66.50    8.00   0.00343363
  -65.50    8.00   0.00358495
  -64.50    8.00   0.00373429
  -63.50    8.00   0.00381784
  -62.50    8.00   0.00378573
  -61.50    8.00   0.00362244
  -60.50    8.00   0.00335353
  -59.50    8.00   0.00303549
  -58.50    8.00   0.00273549
  -57.50    8.00   0.00251180
  -56.50    8.00   0.00240128
  -55.50    8.00   0.00241449
  -54.50    8.00   0.00253762
  -53.50    8.00   0.00274030
  -52.50    8.00   0.00298587
  -51.50    8.00   0.00323906
  -50.50    8.00   0.00347026
  -49.50    8.00   0.00365939
  -48.50    8.00   0.00379642
  -47.50    8.00   0.00387134
  -46.50    8.00   0.00386143
  -45.50    8.00   0.00373898
  -44.50    8.00   0.00350185
  -43.50    8.00   0.00319441
  -42.50    8.00   0.00289159
  -41.50    8.00   0.00265901
  -40.50    8.00   0.00251958
  -39.50    8.00   0.00244406
  -38.50    8.00   0.00237185
  -37.50    8.00   0.00225690
  -36.50    8.00   0.00210845
  -35.50    8.00   0.00198716
  -34.50    8.00   0.00195690
  -33.50    8.00   0.00203831
  -32.50    8.00   0.00220434
  -31.50    8.00   0.00240854
  -30.50    8.00   0.00260917
  -29.50    8.00   0.00276934
  -28.50    8.00   0.00284651
  -27.50    8.00   0.00279871
  -26.50    8.00   0.00262773
  -25.50    8.00   0.00244554
  -24.50    8.00   0.00241412
  -23.50    8.00   0.00251760
  -22.50    8.00   0.00270431
  -21.50    8.00   0.00292782
  -20.50    8.00   0.00310910
  -19.50    8.00   0.00316701
  -18.50    8.00   0.00306065
  -17.50    8.00   0.00281836
  -16.50    8.00   0.00253166
  -15.50    8.00   0.00231030
  -14.50    8.00   0.00222374
  -13.50    8.00   0.00226864
  -12.50    8.00   0.00238282
  -11.50    8.00   0.00249249
  -10.50    8.00   0.00255677
   -9.50    8.00   0.00257956
   -8.50    8.00   0.00258770
   -7.50    8.00   0.00260131
   -6.50    8.00   0.00263042
   -5.50    8.00   0.00269508
   -4.50    8.00   0.00282348
   -3.50    8.00   0.00301161
   -2.50    8.00   0.00319930
   -1.50    8.00   0.00331178
   -0.50    8.00   0.00332152
    0.50    8.00   0.00324889
    1.50    8.00   0.00311030
    2.50    8.00   0.00289876
    3.50    8.00   0.00264051
    4.50    8.00   0.00244994
    5.50    8.00   0.00233492
    6.50    8.00   0.00227763
    7.50    8.00   0.00232055
    8.50    8.00   0.00242274
    9.50    8.00   0.00250045
   10.50    8.00   0.00256435
   11.50    8.00   0.00267631
   12.50    8.00   0.00285197
   13.50    8.00   0.00302790
   14.50    8.00   0.00310860
   15.50    8.00   0.00304119
   16.50    8.00   0.00285351
   17.50    8.00   0.00263941
   18.50    8.00   0.00251588
   19.50    8.00   0.00257330
   20.50    8.00   0.00282941
   21.50    8.00   0.00321117
   22.50    8.00   0.00358635
   23.50    8.00   0.00383223
   24.50    8.00   0.00390086
   25.50    8.00   0.00384601
   26.50    8.00   0.00375554
   27.50    8.00   0.00365612
   28.50    8.00   0.00352699
   29.50    8.00   0.00336391
   30.50    8.00   0.00321902
   31.50    8.00   0.00318704
   32.50    8.00   0.00331955
   33.50    8.00   0.00356017
   34.50    8.00   0.00377374
   35.50    8.00   0.00384142
   36.50    8.00   0.00373933
   37.50    8.00   0.00354152
   38.50    8.00   0.00337050
   39.50    8.00   0.00334434
   40.50    8.00   0.00352749
   41.50    8.00   0.00388537
   42.50    8.00   0.00428463
   43.50    8.00   0.00456774
   44.50    8.00   0.00464920
   45.50    8.00   0.00455408
   46.50    8.00   0.00438991
   47.50    8.00   0.00430019
   48.50    8.00   0.00442749
   49.50    8.00   0.00487570
   50.50    8.00   0.00566758
   51.50    8.00   0.00671988
   52.50    8.00   0.00785721
   53.50    8.00   0.00886536
   54.50    8.00   0.00956898
   55.50    8.00   0.00990497
   56.50    8.00   0.00995516
   57.50    8.00   0.00991963
   58.50    8.00   0.01004490
   59.50    8.00   0.01054133
   60.50    8.00   0.01151873
   61.50    8.00   0.01295399
   62.50    8.00   0.01468930
   63.50    8.00   0.01645970
   64.50    8.00   0.01796397
   65.50    8.00   0.01898189
   66.50    8.00   0.01948020
   67.50    8.00   0.01961151
   68.50    8.00   0.01958511
   69.50    8.00   0.01952284
   70.50    8.00   0.01943718
   71.50    8.00   0.01932935
   72.50    8.00   0.01926622
   73.50    8.00   0.01933315
   74.50    8.00   0.01952751
   75.50    8.00   0.01973355
   76.50    8.00   0.01981512
   77.50    8.00   0.01972287
   78.50    8.00   0.01951231
   79.50    8.00   0.01928725
   80.50    8.00   0.01916942
   81.50    8.00   0.01925079
   82.50    8.00   0.01947928
   83.50    8.00   0.01981229
   84.50    8.00   0.02018757
   85.50    8.00   0.02053408
   86.50    8.00   0.02079245
   87.50    8.00   0.02092234
   88.50    8.00   0.02089754
   89.50    8.00   0.02074896
   90.50    8.00   0.02060694
   91.50    8.00   0.02035327
   92.50    8.00   0.01997776
   93.50    8.00   0.01951052
   94.50    8.00   0.01907642
   95.50    8.00   0.01859711
   96.50    8.00   0.01808757
   97.50    8.00   0.01758934
   98.50    8.00   0.01717386
   99.50    8.00   0.01691366
  100.50    8.00   0.01686415
  101.50    8.00   0.01704627
  102.50    8.00   0.01742960
  103.50    8.00   0.01792315
  104.50    8.00   0.01838264
  105.50    8.00   0.01863958
  106.50    8.00   0.01854303
  107.50    8.00   0.01800515
  108.50    8.00   0.01705046
  109.50    8.00   0.01584346
  110.50    8.00   0.01454237
  111.50    8.00   0.01314317
  112.50    8.00   0.01162964
  113.50    8.00   0.01006896
  114.50    8.00   0.00857217
  115.50    8.00   0.00725781
  116.50    8.00   0.00622932
  117.50    8.00   0.00555045
  118.50    8.00   0.00522794
  119.50    8.00   0.00521122
  120.50    8.00   0.00541173
  121.50    8.00   0.00573096
  122.50    8.00   0.00607955
  123.50    8.00   0.00637970
  124.50    8.00   0.00655926
  125.50    8.00   0.00655401
  126.50    8.00   0.00632555
  127.50    8.00   0.00588471
  128.50    8.00   0.00530171
  129.50    8.00   0.00469216
  130.50    8.00   0.00418280
  131.50    8.00   0.00387106
  132.50    8.00   0.00379471
  133.50    8.00   0.00392494
  134.50    8.00   0.00418891
  135.50    8.00   0.00451172
  136.50    8.00   0.00485217
  137.50    8.00   0.00521051
  138.50    8.00   0.00561029
  139.50    8.00   0.00607012
  140.50    8.00   0.00657721
  141.50    8.00   0.00707725
  142.50    8.00   0.00750563
  143.50    8.00   0.00785920
  144.50    8.00   0.00824653
  145.50    8.00   0.00884273
  146.50    8.00   0.00976409
  147.50    8.00   0.01097870
  148.50    8.00   0.01234397
  149.50    8.00   0.01372008
  150.50    8.00   0.01502157
  151.50    8.00   0.01615361
  152.50    8.00   0.01693360
  153.50    8.00   0.01712617
  154.50    8.00   0.01658086
  155.50    8.00   0.01533422
  156.50    8.00   0.01358382
  157.50    8.00   0.01158725
  158.50    8.00   0.00959046
  159.50    8.00   0.00780961
  160.50    8.00   0.00641624
  161.50    8.00   0.00549774
  162.50    8.00   0.00502478
  163.50    8.00   0.00486496
  164.50    8.00   0.00484076
  165.50    8.00   0.00479425
  166.50    8.00   0.00462539
  167.50    8.00   0.00430430
  168.50    8.00   0.00387626
  169.50    8.00   0.00345444
  170.50    8.00   0.00320190
  171.50    8.00   0.00326529
  172.50    8.00   0.00353371
  173.50    8.00   0.00378191
  174.50    8.00   0.00387542
  175.50    8.00   0.00379768
  176.50    8.00   0.00353647
  177.50    8.00   0.00312116
  178.50    8.00   0.00276196
  179.50    8.00   0.00262450
  180.50    8.00   0.00267263
 -178.50    9.00   0.00273113
 -177.50    9.00   0.00277969
 -176.50    9.00   0.00268833
 -175.50    9.00   0.00247042
 -174.50    9.00   0.00221839
 -173.50    9.00   0.00204006
 -172.50    9.00   0.00198647
 -171.50    9.00   0.00202888
 -170.50    9.00   0.00210084
 -169.50    9.00   0.00215241
 -168.50    9.00   0.00215809
 -167.50    9.00   0.00212131
 -166.50    9.00   0.00207592
 -165.50    9.00   0.00205214
 -164.50    9.00   0.00205966
 -163.50    9.00   0.00212047
 -162.50    9.00   0.00224950
 -161.50    9.00   0.00241297
 -160.50    9.00   0.00254334
 -159.50    9.00   0.00258932
 -158.50    9.00   0.00255188
 -157.50    9.00   0.00247849
 -156.50    9.00   0.00242962
 -155.50    9.00   0.00244906
 -154.50    9.00   0.00255016
 -153.50    9.00   0.00271036
 -152.50    9.00   0.00287310
 -151.50    9.00   0.00296951
 -150.50    9.00   0.00295844
 -149.50    9.00   0.00285692
 -148.50    9.00   0.00274278
 -147.50    9.00   0.00272241
 -146.50    9.00   0.00284948
 -145.50    9.00   0.00307908
 -144.50    9.00   0.00333008
 -143.50    9.00   0.00355641
 -142.50    9.00   0.00375047
 -141.50    9.00   0.00391320
 -140.50    9.00   0.00402654
 -139.50    9.00   0.00405042
 -138.50    9.00   0.00395736
 -137.50    9.00   0.00377333
 -136.50    9.00   0.00357589
 -135.50    9.00   0.00344982
 -134.50    9.00   0.00344804
 -133.50    9.00   0.00358553
 -132.50    9.00   0.00384158
 -131.50    9.00   0.00414871
 -130.50    9.00   0.00439572
 -129.50    9.00   0.00447552
 -128.50    9.00   0.00434897
 -127.50    9.00   0.00406636
 -126.50    9.00   0.00373149
 -125.50    9.00   0.00344449
 -124.50    9.00   0.00326231
 -123.50    9.00   0.00319058
 -122.50    9.00   0.00320173
 -121.50    9.00   0.00326425
 -120.50    9.00   0.00336354
 -119.50    9.00   0.00349937
 -118.50    9.00   0.00366429
 -117.50    9.00   0.00382632
 -116.50    9.00   0.00393675
 -115.50    9.00   0.00395738
 -114.50    9.00   0.00388314
 -113.50    9.00   0.00374487
 -112.50    9.00   0.00359588
 -111.50    9.00   0.00349164
 -110.50    9.00   0.00346934
 -109.50    9.00   0.00353419
 -108.50    9.00   0.00365932
 -107.50    9.00   0.00379895
 -106.50    9.00   0.00390689
 -105.50    9.00   0.00395075
 -104.50    9.00   0.00391853
 -103.50    9.00   0.00381944
 -102.50    9.00   0.00368191
 -101.50    9.00   0.00354941
 -100.50    9.00   0.00347138
  -99.50    9.00   0.00348542
  -98.50    9.00   0.00359263
  -97.50    9.00   0.00374017
  -96.50    9.00   0.00383284
  -95.50    9.00   0.00377998
  -94.50    9.00   0.00355034
  -93.50    9.00   0.00320373
  -92.50    9.00   0.00287068
  -91.50    9.00   0.00274601
  -90.50    9.00   0.00274985
  -89.50    9.00   0.00281586
  -88.50    9.00   0.00292602
  -87.50    9.00   0.00319381
  -86.50    9.00   0.00342003
  -85.50    9.00   0.00356068
  -84.50    9.00   0.00362315
  -83.50    9.00   0.00362007
  -82.50    9.00   0.00356938
  -81.50    9.00   0.00349328
  -80.50    9.00   0.00341574
  -79.50    9.00   0.00335875
  -78.50    9.00   0.00333892
  -77.50    9.00   0.00336573
  -76.50    9.00   0.00348513
  -75.50    9.00   0.00369767
  -74.50    9.00   0.00390191
  -73.50    9.00   0.00406231
  -72.50    9.00   0.00415644
  -71.50    9.00   0.00416816
  -70.50    9.00   0.00409805
  -69.50    9.00   0.00396846
  -68.50    9.00   0.00381934
  -67.50    9.00   0.00369742
  -66.50    9.00   0.00364294
  -65.50    9.00   0.00367585
  -64.50    9.00   0.00378276
  -63.50    9.00   0.00391129
  -62.50    9.00   0.00398129
  -61.50    9.00   0.00391650
  -60.50    9.00   0.00368335
  -59.50    9.00   0.00331273
  -58.50    9.00   0.00288875
  -57.50    9.00   0.00251147
  -56.50    9.00   0.00225790
  -55.50    9.00   0.00216185
  -54.50    9.00   0.00221657
  -53.50    9.00   0.00239059
  -52.50    9.00   0.00264556
  -51.50    9.00   0.00294809
  -50.50    9.00   0.00327148
  -49.50    9.00   0.00358812
  -48.50    9.00   0.00385798
  -47.50    9.00   0.00402433
  -46.50    9.00   0.00402923
  -45.50    9.00   0.00384881
  -44.50    9.00   0.00352257
  -43.50    9.00   0.00314350
  -42.50    9.00   0.00281051
  -41.50    9.00   0.00258336
  -40.50    9.00   0.00247014
  -39.50    9.00   0.00243787
  -38.50    9.00   0.00242865
  -37.50    9.00   0.00238522
  -36.50    9.00   0.00228724
  -35.50    9.00   0.00216895
  -34.50    9.00   0.00209221
  -33.50    9.00   0.00209863
  -32.50    9.00   0.00218929
  -31.50    9.00   0.00234277
  -30.50    9.00   0.00253407
  -29.50    9.00   0.00272492
  -28.50    9.00   0.00284502
  -27.50    9.00   0.00281335
  -26.50    9.00   0.00262526
  -25.50    9.00   0.00242166
  -24.50    9.00   0.00231440
  -23.50    9.00   0.00230609
  -22.50    9.00   0.00242967
  -21.50    9.00   0.00266476
  -20.50    9.00   0.00292970
  -19.50    9.00   0.00311605
  -18.50    9.00   0.00313772
  -17.50    9.00   0.00297557
  -16.50    9.00   0.00269487
  -15.50    9.00   0.00241663
  -14.50    9.00   0.00224979
  -13.50    9.00   0.00222897
  -12.50    9.00   0.00230579
  -11.50    9.00   0.00239833
  -10.50    9.00   0.00245412
   -9.50    9.00   0.00247249
   -8.50    9.00   0.00247895
   -7.50    9.00   0.00249248
   -6.50    9.00   0.00252466
   -5.50    9.00   0.00259960
   -4.50    9.00   0.00274381
   -3.50    9.00   0.00293824
   -2.50    9.00   0.00310335
   -1.50    9.00   0.00316117
   -0.50    9.00   0.00310553
    0.50    9.00   0.00299145
    1.50    9.00   0.00286556
    2.50    9.00   0.00272942
    3.50    9.00   0.00259251
    4.50    9.00   0.00248973
    5.50    9.00   0.00236525
    6.50    9.00   0.00223269
    7.50    9.00   0.00217955
    8.50    9.00   0.00225780
    9.50    9.00   0.00237557
   10.50    9.00   0.00247178
   11.50    9.00   0.00258057
   12.50    9.00   0.00274183
   13.50    9.00   0.00292473
   14.50    9.00   0.00304192
   15.50    9.00   0.00302923
   16.50    9.00   0.00290722
   17.50    9.00   0.00277145
   18.50    9.00   0.00272788
   19.50    9.00   0.00282608
   20.50    9.00   0.00303597
   21.50    9.00   0.00327798
   22.50    9.00   0.00347503
   23.50    9.00   0.00358550
   24.50    9.00   0.00361098
   25.50    9.00   0.00359817
   26.50    9.00   0.00359311
   27.50    9.00   0.00358426
   28.50    9.00   0.00353452
   29.50    9.00   0.00343575
   30.50    9.00   0.00332172
   31.50    9.00   0.00325984
   32.50    9.00   0.00331822
   33.50    9.00   0.00349920
   34.50    9.00   0.00371797
   35.50    9.00   0.00385511
   36.50    9.00   0.00383801
   37.50    9.00   0.00368732
   38.50    9.00   0.00350201
   39.50    9.00   0.00340800
   40.50    9.00   0.00349389
   41.50    9.00   0.00375358
   42.50    9.00   0.00408230
   43.50    9.00   0.00434898
   44.50    9.00   0.00448584
   45.50    9.00   0.00451580
   46.50    9.00   0.00451654
   47.50    9.00   0.00457878
   48.50    9.00   0.00478676
   49.50    9.00   0.00520058
   50.50    9.00   0.00582979
   51.50    9.00   0.00662250
   52.50    9.00   0.00748468
   53.50    9.00   0.00830968
   54.50    9.00   0.00899792
   55.50    9.00   0.00947771
   56.50    9.00   0.00973940
   57.50    9.00   0.00986821
   58.50    9.00   0.01004798
   59.50    9.00   0.01051800
   60.50    9.00   0.01148385
   61.50    9.00   0.01301050
   62.50    9.00   0.01495305
   63.50    9.00   0.01697825
   64.50    9.00   0.01868976
   65.50    9.00   0.01980923
   66.50    9.00   0.02030684
   67.50    9.00   0.02038034
   68.50    9.00   0.02028561
   69.50    9.00   0.02015981
   70.50    9.00   0.01999068
   71.50    9.00   0.01973528
   72.50    9.00   0.01943509
   73.50    9.00   0.01919736
   74.50    9.00   0.01908293
   75.50    9.00   0.01904513
   76.50    9.00   0.01898488
   77.50    9.00   0.01884995
   78.50    9.00   0.01869160
   79.50    9.00   0.01863996
   80.50    9.00   0.01870812
   81.50    9.00   0.01889457
   82.50    9.00   0.01919200
   83.50    9.00   0.01956601
   84.50    9.00   0.01995970
   85.50    9.00   0.02031161
   86.50    9.00   0.02057386
   87.50    9.00   0.02071825
   88.50    9.00   0.02072832
   89.50    9.00   0.02058950
   90.50    9.00   0.02034709
   91.50    9.00   0.02011102
   92.50    9.00   0.01975330
   93.50    9.00   0.01926274
   94.50    9.00   0.01867386
   95.50    9.00   0.01810190
   96.50    9.00   0.01747824
   97.50    9.00   0.01683347
   98.50    9.00   0.01622755
   99.50    9.00   0.01574614
  100.50    9.00   0.01546900
  101.50    9.00   0.01544737
  102.50    9.00   0.01568251
  103.50    9.00   0.01610679
  104.50    9.00   0.01658106
  105.50    9.00   0.01691848
  106.50    9.00   0.01693693
  107.50    9.00   0.01651910
  108.50    9.00   0.01565689
  109.50    9.00   0.01444659
  110.50    9.00   0.01302593
  111.50    9.00   0.01150995
  112.50    9.00   0.00998885
  113.50    9.00   0.00854411
  114.50    9.00   0.00725533
  115.50    9.00   0.00619760
  116.50    9.00   0.00543552
  117.50    9.00   0.00500892
  118.50    9.00   0.00491678
  119.50    9.00   0.00510927
  120.50    9.00   0.00549670
  121.50    9.00   0.00597087
  122.50    9.00   0.00642624
  123.50    9.00   0.00676998
  124.50    9.00   0.00692466
  125.50    9.00   0.00683631
  126.50    9.00   0.00649415
  127.50    9.00   0.00594989
  128.50    9.00   0.00531561
  129.50    9.00   0.00473097
  130.50    9.00   0.00431365
  131.50    9.00   0.00411859
  132.50    9.00   0.00412591
  133.50    9.00   0.00426228
  134.50    9.00   0.00444552
  135.50    9.00   0.00462964
  136.50    9.00   0.00482294
  137.50    9.00   0.00506940
  138.50    9.00   0.00541146
  139.50    9.00   0.00586031
  140.50    9.00   0.00638336
  141.50    9.00   0.00691352
  142.50    9.00   0.00739252
  143.50    9.00   0.00783738
  144.50    9.00   0.00836824
  145.50    9.00   0.00914078
  146.50    9.00   0.01022331
  147.50    9.00   0.01154048
  148.50    9.00   0.01294551
  149.50    9.00   0.01433184
  150.50    9.00   0.01564541
  151.50    9.00   0.01678539
  152.50    9.00   0.01752631
  153.50    9.00   0.01758354
  154.50    9.00   0.01678709
  155.50    9.00   0.01521058
  156.50    9.00   0.01314909
  157.50    9.00   0.01098048
  158.50    9.00   0.00901898
  159.50    9.00   0.00743655
  160.50    9.00   0.00626550
  161.50    9.00   0.00545477
  162.50    9.00   0.00493091
  163.50    9.00   0.00462534
  164.50    9.00   0.00446671
  165.50    9.00   0.00436425
  166.50    9.00   0.00421177
  167.50    9.00   0.00393134
  168.50    9.00   0.00353566
  169.50    9.00   0.00314064
  170.50    9.00   0.00289334
  171.50    9.00   0.00291838
  172.50    9.00   0.00317209
  173.50    9.00   0.00343794
  174.50    9.00   0.00359711
  175.50    9.00   0.00360907
  176.50    9.00   0.00339522
  177.50    9.00   0.00301244
  178.50    9.00   0.00267323
  179.50    9.00   0.00255785
  180.50    9.00   0.00261692
 -178.50   10.00   0.00261791
 -177.50   10.00   0.00252718
 -176.50   10.00   0.00231181
 -175.50   10.00   0.00204694
 -174.50   10.00   0.00183910
 -173.50   10.00   0.00175078
 -172.50   10.00   0.00176824
 -171.50   10.00   0.00183455
 -170.50   10.00   0.00190476
 -169.50   10.00   0.00195211
 -168.50   10.00   0.00196040
 -167.50   10.00   0.00193796
 -166.50   10.00   0.00191993
 -165.50   10.00   0.00193717
 -164.50   10.00   0.00199704
 -163.50   10.00   0.00210753
 -162.50   10.00   0.00226069
 -161.50   10.00   0.00240722
 -160.50   10.00   0.00248641
 -159.50   10.00   0.00247266
 -158.50   10.00   0.00239250
 -157.50   10.00   0.00230394
 -156.50   10.00   0.00226482
 -155.50   10.00   0.00231348
 -154.50   10.00   0.00245928
 -153.50   10.00   0.00267245
 -152.50   10.00   0.00288342
 -151.50   10.00   0.00301129
 -150.50   10.00   0.00301276
 -149.50   10.00   0.00292003
 -148.50   10.00   0.00283864
 -147.50   10.00   0.00286931
 -146.50   10.00   0.00301649
 -145.50   10.00   0.00321439
 -144.50   10.00   0.00341843
 -143.50   10.00   0.00362047
 -142.50   10.00   0.00380687
 -141.50   10.00   0.00394953
 -140.50   10.00   0.00402229
 -139.50   10.00   0.00400414
 -138.50   10.00   0.00388514
 -137.50   10.00   0.00369054
 -136.50   10.00   0.00349241
 -135.50   10.00   0.00337905
 -134.50   10.00   0.00340684
 -133.50   10.00   0.00357823
 -132.50   10.00   0.00384768
 -131.50   10.00   0.00413153
 -130.50   10.00   0.00432664
 -129.50   10.00   0.00435494
 -128.50   10.00   0.00421076
 -127.50   10.00   0.00396527
 -126.50   10.00   0.00372039
 -125.50   10.00   0.00355093
 -124.50   10.00   0.00347664
 -123.50   10.00   0.00347518
 -122.50   10.00   0.00351655
 -121.50   10.00   0.00358975
 -120.50   10.00   0.00370142
 -119.50   10.00   0.00385003
 -118.50   10.00   0.00400265
 -117.50   10.00   0.00410098
 -116.50   10.00   0.00409378
 -115.50   10.00   0.00396792
 -114.50   10.00   0.00375680
 -113.50   10.00   0.00352676
 -112.50   10.00   0.00335137
 -111.50   10.00   0.00328284
 -110.50   10.00   0.00333123
 -109.50   10.00   0.00346224
 -108.50   10.00   0.00361543
 -107.50   10.00   0.00373169
 -106.50   10.00   0.00377477
 -105.50   10.00   0.00373774
 -104.50   10.00   0.00363629
 -103.50   10.00   0.00349747
 -102.50   10.00   0.00335212
 -101.50   10.00   0.00323342
 -100.50   10.00   0.00317654
  -99.50   10.00   0.00321058
  -98.50   10.00   0.00333853
  -97.50   10.00   0.00351478
  -96.50   10.00   0.00364406
  -95.50   10.00   0.00362070
  -94.50   10.00   0.00340406
  -93.50   10.00   0.00307376
  -92.50   10.00   0.00284626
  -91.50   10.00   0.00273222
  -90.50   10.00   0.00270721
  -89.50   10.00   0.00275965
  -88.50   10.00   0.00299765
  -87.50   10.00   0.00322415
  -86.50   10.00   0.00337324
  -85.50   10.00   0.00345010
  -84.50   10.00   0.00346667
  -83.50   10.00   0.00343943
  -82.50   10.00   0.00338766
  -81.50   10.00   0.00333209
  -80.50   10.00   0.00329282
  -79.50   10.00   0.00328745
  -78.50   10.00   0.00332977
  -77.50   10.00   0.00342864
  -76.50   10.00   0.00358616
  -75.50   10.00   0.00379690
  -74.50   10.00   0.00410346
  -73.50   10.00   0.00443634
  -72.50   10.00   0.00469423
  -71.50   10.00   0.00484095
  -70.50   10.00   0.00486095
  -69.50   10.00   0.00475828
  -68.50   10.00   0.00456100
  -67.50   10.00   0.00431973
  -66.50   10.00   0.00409895
  -65.50   10.00   0.00395995
  -64.50   10.00   0.00393655
  -63.50   10.00   0.00401143
  -62.50   10.00   0.00410935
  -61.50   10.00   0.00412213
  -60.50   10.00   0.00396119
  -59.50   10.00   0.00360821
  -58.50   10.00   0.00312866
  -57.50   10.00   0.00263827
  -56.50   10.00   0.00224787
  -55.50   10.00   0.00202364
  -54.50   10.00   0.00197986
  -53.50   10.00   0.00209520
  -52.50   10.00   0.00233442
  -51.50   10.00   0.00266427
  -50.50   10.00   0.00305717
  -49.50   10.00   0.00347916
  -48.50   10.00   0.00386901
  -47.50   10.00   0.00413344
  -46.50   10.00   0.00418067
  -45.50   10.00   0.00397920
  -44.50   10.00   0.00359255
  -43.50   10.00   0.00315162
  -42.50   10.00   0.00278261
  -41.50   10.00   0.00254987
  -40.50   10.00   0.00245139
  -39.50   10.00   0.00244824
  -38.50   10.00   0.00248768
  -37.50   10.00   0.00251334
  -36.50   10.00   0.00248436
  -35.50   10.00   0.00240142
  -34.50   10.00   0.00230721
  -33.50   10.00   0.00225230
  -32.50   10.00   0.00226328
  -31.50   10.00   0.00234279
  -30.50   10.00   0.00248186
  -29.50   10.00   0.00265040
  -28.50   10.00   0.00277739
  -27.50   10.00   0.00277897
  -26.50   10.00   0.00265801
  -25.50   10.00   0.00250582
  -24.50   10.00   0.00233324
  -23.50   10.00   0.00220931
  -22.50   10.00   0.00222713
  -21.50   10.00   0.00240737
  -20.50   10.00   0.00269174
  -19.50   10.00   0.00297151
  -18.50   10.00   0.00313100
  -17.50   10.00   0.00309778
  -16.50   10.00   0.00288443
  -15.50   10.00   0.00259118
  -14.50   10.00   0.00235073
  -13.50   10.00   0.00224494
  -12.50   10.00   0.00226030
  -11.50   10.00   0.00232087
  -10.50   10.00   0.00236284
   -9.50   10.00   0.00237555
   -8.50   10.00   0.00238021
   -7.50   10.00   0.00239466
   -6.50   10.00   0.00243354
   -5.50   10.00   0.00252479
   -4.50   10.00   0.00268846
   -3.50   10.00   0.00288591
   -2.50   10.00   0.00302166
   -1.50   10.00   0.00302265
   -0.50   10.00   0.00290462
    0.50   10.00   0.00274616
    1.50   10.00   0.00261294
    2.50   10.00   0.00252208
    3.50   10.00   0.00249594
    4.50   10.00   0.00250422
    5.50   10.00   0.00242545
    6.50   10.00   0.00226224
    7.50   10.00   0.00212057
    8.50   10.00   0.00212628
    9.50   10.00   0.00225794
   10.50   10.00   0.00239595
   11.50   10.00   0.00251298
   12.50   10.00   0.00265132
   13.50   10.00   0.00282047
   14.50   10.00   0.00296694
   15.50   10.00   0.00303424
   16.50   10.00   0.00303014
   17.50   10.00   0.00301943
   18.50   10.00   0.00305616
   19.50   10.00   0.00313606
   20.50   10.00   0.00321484
   21.50   10.00   0.00325975
   22.50   10.00   0.00327638
   23.50   10.00   0.00329177
   24.50   10.00   0.00332643
   25.50   10.00   0.00339645
   26.50   10.00   0.00349844
   27.50   10.00   0.00358833
   28.50   10.00   0.00362235
   29.50   10.00   0.00359272
   30.50   10.00   0.00351883
   31.50   10.00   0.00343061
   32.50   10.00   0.00337688
   33.50   10.00   0.00341376
   34.50   10.00   0.00354943
   35.50   10.00   0.00371918
   36.50   10.00   0.00382282
   37.50   10.00   0.00379820
   38.50   10.00   0.00367355
   39.50   10.00   0.00355651
   40.50   10.00   0.00356208
   41.50   10.00   0.00372634
   42.50   10.00   0.00398035
   43.50   10.00   0.00421609
   44.50   10.00   0.00437840
   45.50   10.00   0.00449299
   46.50   10.00   0.00462488
   47.50   10.00   0.00483148
   48.50   10.00   0.00514767
   49.50   10.00   0.00558315
   50.50   10.00   0.00611374
   51.50   10.00   0.00668559
   52.50   10.00   0.00724848
   53.50   10.00   0.00778871
   54.50   10.00   0.00832038
   55.50   10.00   0.00884483
   56.50   10.00   0.00933293
   57.50   10.00   0.00976277
   58.50   10.00   0.01018589
   59.50   10.00   0.01076116
   60.50   10.00   0.01170864
   61.50   10.00   0.01318591
   62.50   10.00   0.01515208
