Elvation Azimuth       Counts
  -97.50  -38.00   0.00523262
  -96.50  -38.00   0.00488196
  -95.50  -38.00   0.00457340
  -94.50  -38.00   0.00429863
  -93.50  -38.00   0.00405980
  -92.50  -38.00   0.00386037
  -91.50  -38.00   0.00370116
  -90.50  -38.00   0.00357967
  -89.50  -38.00   0.00349088
  -88.50  -38.00   0.00342863
  -87.50  -38.00   0.00338681
  -86.50  -38.00   0.00336026
  -85.50  -38.00   0.00334534
  -84.50  -38.00   0.00333989
  -83.50  -38.00   0.00334299
  -82.50  -38.00   0.00335464
  -81.50  -38.00   0.00337533
  -80.50  -38.00   0.00340586
  -79.50  -38.00   0.00344768
  -78.50  -38.00   0.00350479
  -77.50  -38.00   0.00358938
  -76.50  -38.00   0.00373154
  -75.50  -38.00   0.00398387
  -74.50  -38.00   0.00439952
  -73.50  -38.00   0.00497659
  -72.50  -38.00   0.00561027
  -71.50  -38.00   0.00611730
  -70.50  -38.00   0.00633608
  -69.50  -38.00   0.00622096
  -68.50  -38.00   0.00585220
  -67.50  -38.00   0.00536758
  -66.50  -38.00   0.00488451
  -65.50  -38.00   0.00446481
  -64.50  -38.00   0.00412269
  -63.50  -38.00   0.00384871
  -62.50  -38.00   0.00362799
  -61.50  -38.00   0.00344815
  -60.50  -38.00   0.00330072
  -59.50  -38.00   0.00318059
  -58.50  -38.00   0.00308509
  -57.50  -38.00   0.00301297
  -56.50  -38.00   0.00296349
  -55.50  -38.00   0.00293567
  -54.50  -38.00   0.00292806
  -53.50  -38.00   0.00293911
  -52.50  -38.00   0.00296788
  -51.50  -38.00   0.00301477
  -50.50  -38.00   0.00308171
  -49.50  -38.00   0.00317133
  -48.50  -38.00   0.00328496
  -47.50  -38.00   0.00341990
  -46.50  -38.00   0.00356746
  -45.50  -38.00   0.00371329
  -44.50  -38.00   0.00384072
  -43.50  -38.00   0.00393627
  -42.50  -38.00   0.00399441
  -41.50  -38.00   0.00401899
  -40.50  -38.00   0.00402062
  -39.50  -38.00   0.00401152
  -38.50  -38.00   0.00400127
  -37.50  -38.00   0.00399526
  -36.50  -38.00   0.00399584
  -35.50  -38.00   0.00400216
  -34.50  -38.00   0.00400587
  -33.50  -38.00   0.00400431
  -32.50  -38.00   0.00402260
  -31.50  -38.00   0.00402217
  -30.50  -38.00   0.00398761
  -29.50  -38.00   0.00392204
  -28.50  -38.00   0.00383567
  -27.50  -38.00   0.00374390
  -26.50  -38.00   0.00366327
  -25.50  -38.00   0.00360564
  -24.50  -38.00   0.00357337
  -23.50  -38.00   0.00356620
  -22.50  -38.00   0.00357822
  -21.50  -38.00   0.00359454
  -20.50  -38.00   0.00362528
  -19.50  -38.00   0.00367340
  -18.50  -38.00   0.00371757
  -17.50  -38.00   0.00374360
  -16.50  -38.00   0.00376156
  -15.50  -38.00   0.00379620
  -14.50  -38.00   0.00386772
  -13.50  -38.00   0.00397985
  -12.50  -38.00   0.00412098
  -11.50  -38.00   0.00427476
  -10.50  -38.00   0.00442962
   -9.50  -38.00   0.00457811
   -8.50  -38.00   0.00471100
   -7.50  -38.00   0.00481454
   -6.50  -38.00   0.00487266
   -5.50  -38.00   0.00487113
   -4.50  -38.00   0.00480112
   -3.50  -38.00   0.00466205
   -2.50  -38.00   0.00446652
   -1.50  -38.00   0.00424818
   -0.50  -38.00   0.00406425
    0.50  -38.00   0.00396929
    1.50  -38.00   0.00395694
    2.50  -38.00   0.00397039
    3.50  -38.00   0.00397901
    4.50  -38.00   0.00397475
    5.50  -38.00   0.00395754
    6.50  -38.00   0.00392942
    7.50  -38.00   0.00389364
    8.50  -38.00   0.00385633
    9.50  -38.00   0.00382567
   10.50  -38.00   0.00380769
   11.50  -38.00   0.00380320
   12.50  -38.00   0.00381082
   13.50  -38.00   0.00383631
   14.50  -38.00   0.00390111
   15.50  -38.00   0.00403966
   16.50  -38.00   0.00428625
   17.50  -38.00   0.00466457
   18.50  -38.00   0.00512460
   19.50  -38.00   0.00556070
   20.50  -38.00   0.00590104
   21.50  -38.00   0.00614968
   22.50  -38.00   0.00637426
   23.50  -38.00   0.00665122
   24.50  -38.00   0.00699729
   25.50  -38.00   0.00733268
   26.50  -38.00   0.00750680
   27.50  -38.00   0.00738856
   28.50  -38.00   0.00698345
   29.50  -38.00   0.00644244
   30.50  -38.00   0.00596131
   31.50  -38.00   0.00567267
   32.50  -38.00   0.00559270
   33.50  -38.00   0.00563657
   34.50  -38.00   0.00567888
   35.50  -38.00   0.00562968
   36.50  -38.00   0.00548472
   37.50  -38.00   0.00524504
   38.50  -38.00   0.00496909
   39.50  -38.00   0.00473274
   40.50  -38.00   0.00459294
   41.50  -38.00   0.00458298
   42.50  -38.00   0.00471472
   43.50  -38.00   0.00498605
   44.50  -38.00   0.00539173
   45.50  -38.00   0.00593026
   46.50  -38.00   0.00660300
   47.50  -38.00   0.00740926
   48.50  -38.00   0.00834321
   49.50  -38.00   0.00939252
   50.50  -38.00   0.01053480
   51.50  -38.00   0.01173364
   52.50  -38.00   0.01293857
   53.50  -38.00   0.01409352
   54.50  -38.00   0.01514886
   55.50  -38.00   0.01606665
   56.50  -38.00   0.01681102
   57.50  -38.00   0.01732816
   58.50  -38.00   0.01753711
   59.50  -38.00   0.01735070
   60.50  -38.00   0.01672050
   61.50  -38.00   0.01567294
   62.50  -38.00   0.01430937
   63.50  -38.00   0.01277456
   64.50  -38.00   0.01121947
   65.50  -38.00   0.00977547
   66.50  -38.00   0.00853945
   67.50  -38.00   0.00756520
   68.50  -38.00   0.00686202
   69.50  -38.00   0.00640244
   70.50  -38.00   0.00613608
   71.50  -38.00   0.00600388
   72.50  -38.00   0.00594960
   73.50  -38.00   0.00592830
   74.50  -38.00   0.00591204
   75.50  -38.00   0.00589243
   76.50  -38.00   0.00587899
   77.50  -38.00   0.00589398
   78.50  -38.00   0.00596511
   79.50  -38.00   0.00611826
   80.50  -38.00   0.00637203
   81.50  -38.00   0.00673487
   82.50  -38.00   0.00720483
   83.50  -38.00   0.00777105
   84.50  -38.00   0.00841603
   85.50  -38.00   0.00911780
   86.50  -38.00   0.00985200
   87.50  -38.00   0.01059360
   88.50  -38.00   0.01131866
   89.50  -38.00   0.01200587
   90.50  -38.00   0.01263782
   91.50  -38.00   0.01320194
   92.50  -38.00   0.01369076
   93.50  -38.00   0.01410189
   94.50  -38.00   0.01443752
   95.50  -38.00   0.01470377
   96.50  -38.00   0.01491010
   97.50  -38.00   0.01506877
   98.50  -38.00   0.01519424
   99.50  -38.00   0.01530241
  100.50  -38.00   0.01540910
  101.50  -38.00   0.01552763
  102.50  -38.00   0.01566583
  103.50  -38.00   0.01582305
  104.50  -38.00   0.01598884
  105.50  -38.00   0.01614447
  106.50  -38.00   0.01626763
  107.50  -38.00   0.01633995
  108.50  -38.00   0.01635533
  109.50  -38.00   0.01632693
  110.50  -38.00   0.01629074
  111.50  -38.00   0.01630438
  112.50  -38.00   0.01644149
  113.50  -38.00   0.01678137
  114.50  -38.00   0.01739342
  115.50  -38.00   0.01831671
  116.50  -38.00   0.01953888
  117.50  -38.00   0.02098377
  118.50  -38.00   0.02251581
  119.50  -38.00   0.02396392
  120.50  -38.00   0.02515826
  121.50  -38.00   0.02596663
  122.50  -38.00   0.02631741
  123.50  -38.00   0.02620095
  124.50  -38.00   0.02565274
  125.50  -38.00   0.02473056
  126.50  -38.00   0.02349939
  127.50  -38.00   0.02202798
  128.50  -38.00   0.02038930
  129.50  -38.00   0.01865632
  130.50  -38.00   0.01689086
  131.50  -38.00   0.01513362
  132.50  -38.00   0.01340306
  133.50  -38.00   0.01170629
  134.50  -38.00   0.01005697
  135.50  -38.00   0.00848973
  136.50  -38.00   0.00706186
  137.50  -38.00   0.00583869
  138.50  -38.00   0.00487131
  139.50  -38.00   0.00417968
  140.50  -38.00   0.00375063
  141.50  -38.00   0.00354825
  142.50  -38.00   0.00352606
  143.50  -38.00   0.00363125
  144.50  -38.00   0.00380876
  145.50  -38.00   0.00401959
  146.50  -38.00   0.00420856
  147.50  -38.00   0.00430149
  148.50  -38.00   0.00427195
  149.50  -38.00   0.00416621
  150.50  -38.00   0.00407118
  151.50  -38.00   0.00406242
  152.50  -38.00   0.00416588
  153.50  -38.00   0.00435174
  154.50  -38.00   0.00455929
  155.50  -38.00   0.00473333
  156.50  -38.00   0.00484675
  157.50  -38.00   0.00489714
  158.50  -38.00   0.00489032
  159.50  -38.00   0.00483273
  160.50  -38.00   0.00473809
  161.50  -38.00   0.00463157
  162.50  -38.00   0.00453906
  163.50  -38.00   0.00447266
  164.50  -38.00   0.00443086
  165.50  -38.00   0.00440269
  166.50  -38.00   0.00435131
  167.50  -38.00   0.00424641
  168.50  -38.00   0.00411154
  169.50  -38.00   0.00399717
  170.50  -38.00   0.00395531
  171.50  -38.00   0.00401590
  172.50  -38.00   0.00416952
  173.50  -38.00   0.00436596
  174.50  -38.00   0.00453419
  175.50  -38.00   0.00461597
  176.50  -38.00   0.00459224
  177.50  -38.00   0.00448346
  178.50  -38.00   0.00432586
  179.50  -38.00   0.00414646
  180.50  -38.00   0.00395761
 -178.50  -37.00   0.00367191
 -177.50  -37.00   0.00351140
 -176.50  -37.00   0.00342417
 -175.50  -37.00   0.00344720
 -174.50  -37.00   0.00362064
 -173.50  -37.00   0.00397918
 -172.50  -37.00   0.00450863
 -171.50  -37.00   0.00511638
 -170.50  -37.00   0.00566142
 -169.50  -37.00   0.00600018
 -168.50  -37.00   0.00604169
 -167.50  -37.00   0.00580207
 -166.50  -37.00   0.00541098
 -165.50  -37.00   0.00503721
 -164.50  -37.00   0.00478524
 -163.50  -37.00   0.00464717
 -162.50  -37.00   0.00453193
 -161.50  -37.00   0.00433871
 -160.50  -37.00   0.00402582
 -159.50  -37.00   0.00363928
 -158.50  -37.00   0.00328532
 -157.50  -37.00   0.00305802
 -156.50  -37.00   0.00296667
 -155.50  -37.00   0.00294808
 -154.50  -37.00   0.00294888
 -153.50  -37.00   0.00294323
 -152.50  -37.00   0.00292787
 -151.50  -37.00   0.00291594
 -150.50  -37.00   0.00292618
 -149.50  -37.00   0.00297209
 -148.50  -37.00   0.00305413
 -147.50  -37.00   0.00315721
 -146.50  -37.00   0.00325506
 -145.50  -37.00   0.00332040
 -144.50  -37.00   0.00333711
 -143.50  -37.00   0.00330922
 -142.50  -37.00   0.00326000
 -141.50  -37.00   0.00321747
 -140.50  -37.00   0.00319428
 -139.50  -37.00   0.00317880
 -138.50  -37.00   0.00314500
 -137.50  -37.00   0.00307075
 -136.50  -37.00   0.00294895
 -135.50  -37.00   0.00278650
 -134.50  -37.00   0.00259732
 -133.50  -37.00   0.00239768
 -132.50  -37.00   0.00220511
 -131.50  -37.00   0.00203641
 -130.50  -37.00   0.00190266
 -129.50  -37.00   0.00180603
 -128.50  -37.00   0.00174244
 -127.50  -37.00   0.00170666
 -126.50  -37.00   0.00169639
 -125.50  -37.00   0.00171498
 -124.50  -37.00   0.00177013
 -123.50  -37.00   0.00186928
 -122.50  -37.00   0.00201612
 -121.50  -37.00   0.00221124
 -120.50  -37.00   0.00245518
 -119.50  -37.00   0.00275035
 -118.50  -37.00   0.00309968
 -117.50  -37.00   0.00350312
 -116.50  -37.00   0.00395444
 -115.50  -37.00   0.00444042
 -114.50  -37.00   0.00494266
 -113.50  -37.00   0.00544120
 -112.50  -37.00   0.00591842
 -111.50  -37.00   0.00636304
 -110.50  -37.00   0.00677364
 -109.50  -37.00   0.00716184
 -108.50  -37.00   0.00755179
 -107.50  -37.00   0.00797162
 -106.50  -37.00   0.00843197
 -105.50  -37.00   0.00889722
 -104.50  -37.00   0.00926987
 -103.50  -37.00   0.00941514
 -102.50  -37.00   0.00922981
 -101.50  -37.00   0.00871403
 -100.50  -37.00   0.00798330
  -99.50  -37.00   0.00720173
  -98.50  -37.00   0.00649115
  -97.50  -37.00   0.00589049
  -96.50  -37.00   0.00538101
  -95.50  -37.00   0.00493295
  -94.50  -37.00   0.00453161
  -93.50  -37.00   0.00417731
  -92.50  -37.00   0.00387608
  -91.50  -37.00   0.00363230
  -90.50  -37.00   0.00344555
  -89.50  -37.00   0.00331076
  -88.50  -37.00   0.00321955
  -87.50  -37.00   0.00316234
  -86.50  -37.00   0.00313004
  -85.50  -37.00   0.00311527
  -84.50  -37.00   0.00311289
  -83.50  -37.00   0.00311986
  -82.50  -37.00   0.00313484
  -81.50  -37.00   0.00315775
  -80.50  -37.00   0.00318958
  -79.50  -37.00   0.00323352
  -78.50  -37.00   0.00329866
  -77.50  -37.00   0.00340754
  -76.50  -37.00   0.00360272
  -75.50  -37.00   0.00393739
  -74.50  -37.00   0.00443654
  -73.50  -37.00   0.00504644
  -72.50  -37.00   0.00562546
  -71.50  -37.00   0.00600797
  -70.50  -37.00   0.00609959
  -69.50  -37.00   0.00592325
  -68.50  -37.00   0.00558431
  -67.50  -37.00   0.00519760
  -66.50  -37.00   0.00483700
  -65.50  -37.00   0.00452902
  -64.50  -37.00   0.00427222
  -63.50  -37.00   0.00405670
  -62.50  -37.00   0.00387327
  -61.50  -37.00   0.00371491
  -60.50  -37.00   0.00357631
  -59.50  -37.00   0.00345385
  -58.50  -37.00   0.00334603
  -57.50  -37.00   0.00325332
  -56.50  -37.00   0.00317729
  -55.50  -37.00   0.00311952
  -54.50  -37.00   0.00308081
  -53.50  -37.00   0.00306095
  -52.50  -37.00   0.00305931
  -51.50  -37.00   0.00307570
  -50.50  -37.00   0.00311109
  -49.50  -37.00   0.00316739
  -48.50  -37.00   0.00324562
  -47.50  -37.00   0.00334309
  -46.50  -37.00   0.00345104
  -45.50  -37.00   0.00355466
  -44.50  -37.00   0.00363672
  -43.50  -37.00   0.00368343
  -42.50  -37.00   0.00368966
  -41.50  -37.00   0.00366056
  -40.50  -37.00   0.00360919
  -39.50  -37.00   0.00355240
  -38.50  -37.00   0.00350675
  -37.50  -37.00   0.00348186
  -36.50  -37.00   0.00347668
  -35.50  -37.00   0.00352121
  -34.50  -37.00   0.00360032
  -33.50  -37.00   0.00367232
  -32.50  -37.00   0.00372356
  -31.50  -37.00   0.00374207
  -30.50  -37.00   0.00371995
  -29.50  -37.00   0.00365702
  -28.50  -37.00   0.00356329
  -27.50  -37.00   0.00346211
  -26.50  -37.00   0.00339576
  -25.50  -37.00   0.00338052
  -24.50  -37.00   0.00340243
  -23.50  -37.00   0.00344209
  -22.50  -37.00   0.00347817
  -21.50  -37.00   0.00349165
  -20.50  -37.00   0.00348471
  -19.50  -37.00   0.00349095
  -18.50  -37.00   0.00352075
  -17.50  -37.00   0.00355273
  -16.50  -37.00   0.00357277
  -15.50  -37.00   0.00359152
  -14.50  -37.00   0.00363327
  -13.50  -37.00   0.00371649
  -12.50  -37.00   0.00384212
  -11.50  -37.00   0.00399379
  -10.50  -37.00   0.00414812
   -9.50  -37.00   0.00428701
   -8.50  -37.00   0.00440156
   -7.50  -37.00   0.00448773
   -6.50  -37.00   0.00454103
   -5.50  -37.00   0.00455311
   -4.50  -37.00   0.00451082
   -3.50  -37.00   0.00440215
   -2.50  -37.00   0.00423219
   -1.50  -37.00   0.00404173
   -0.50  -37.00   0.00389994
    0.50  -37.00   0.00384221
    1.50  -37.00   0.00383487
    2.50  -37.00   0.00384437
    3.50  -37.00   0.00385286
    4.50  -37.00   0.00385148
    5.50  -37.00   0.00383970
    6.50  -37.00   0.00381934
    7.50  -37.00   0.00379207
    8.50  -37.00   0.00376158
    9.50  -37.00   0.00373468
   10.50  -37.00   0.00371804
   11.50  -37.00   0.00371341
   12.50  -37.00   0.00371712
   13.50  -37.00   0.00372707
   14.50  -37.00   0.00375370
   15.50  -37.00   0.00382676
   16.50  -37.00   0.00400288
   17.50  -37.00   0.00433121
   18.50  -37.00   0.00477189
   19.50  -37.00   0.00523156
   20.50  -37.00   0.00562401
   21.50  -37.00   0.00591173
   22.50  -37.00   0.00612373
   23.50  -37.00   0.00633196
   24.50  -37.00   0.00659030
   25.50  -37.00   0.00687316
   26.50  -37.00   0.00706614
   27.50  -37.00   0.00703683
   28.50  -37.00   0.00674613
   29.50  -37.00   0.00629421
   30.50  -37.00   0.00584474
   31.50  -37.00   0.00552991
   32.50  -37.00   0.00540306
   33.50  -37.00   0.00541319
   34.50  -37.00   0.00544710
   35.50  -37.00   0.00539913
   36.50  -37.00   0.00522280
   37.50  -37.00   0.00494098
   38.50  -37.00   0.00464439
   39.50  -37.00   0.00442077
   40.50  -37.00   0.00430058
   41.50  -37.00   0.00432885
   42.50  -37.00   0.00452544
   43.50  -37.00   0.00488415
   44.50  -37.00   0.00538624
   45.50  -37.00   0.00601459
   46.50  -37.00   0.00676250
   47.50  -37.00   0.00763197
   48.50  -37.00   0.00862392
   49.50  -37.00   0.00972756
   50.50  -37.00   0.01091402
   51.50  -37.00   0.01213677
   52.50  -37.00   0.01333861
   53.50  -37.00   0.01446351
   54.50  -37.00   0.01546780
   55.50  -37.00   0.01632271
   56.50  -37.00   0.01700131
   57.50  -37.00   0.01745400
   58.50  -37.00   0.01759500
   59.50  -37.00   0.01732392
   60.50  -37.00   0.01657980
   61.50  -37.00   0.01539050
   62.50  -37.00   0.01387864
   63.50  -37.00   0.01222217
   64.50  -37.00   0.01060104
   65.50  -37.00   0.00915871
   66.50  -37.00   0.00798524
   67.50  -37.00   0.00711492
   68.50  -37.00   0.00653362
   69.50  -37.00   0.00619300
   70.50  -37.00   0.00602715
   71.50  -37.00   0.00596761
   72.50  -37.00   0.00595559
   73.50  -37.00   0.00595137
   74.50  -37.00   0.00593968
   75.50  -37.00   0.00592955
   76.50  -37.00   0.00594829
   77.50  -37.00   0.00603167
   78.50  -37.00   0.00621330
   79.50  -37.00   0.00651634
   80.50  -37.00   0.00694916
   81.50  -37.00   0.00750552
   82.50  -37.00   0.00816731
   83.50  -37.00   0.00890847
   84.50  -37.00   0.00969842
   85.50  -37.00   0.01050485
   86.50  -37.00   0.01129618
   87.50  -37.00   0.01204373
   88.50  -37.00   0.01272360
   89.50  -37.00   0.01331820
   90.50  -37.00   0.01381698
   91.50  -37.00   0.01421634
   92.50  -37.00   0.01451885
   93.50  -37.00   0.01473198
   94.50  -37.00   0.01486664
   95.50  -37.00   0.01493580
   96.50  -37.00   0.01495361
   97.50  -37.00   0.01493488
   98.50  -37.00   0.01489518
   99.50  -37.00   0.01485110
  100.50  -37.00   0.01482037
  101.50  -37.00   0.01482063
  102.50  -37.00   0.01486673
  103.50  -37.00   0.01496632
  104.50  -37.00   0.01511560
  105.50  -37.00   0.01529723
  106.50  -37.00   0.01548291
  107.50  -37.00   0.01564053
  108.50  -37.00   0.01574499
  109.50  -37.00   0.01578913
  110.50  -37.00   0.01579191
  111.50  -37.00   0.01580070
  112.50  -37.00   0.01588751
  113.50  -37.00   0.01613953
  114.50  -37.00   0.01664420
  115.50  -37.00   0.01746844
  116.50  -37.00   0.01863373
  117.50  -37.00   0.02009525
  118.50  -37.00   0.02173630
  119.50  -37.00   0.02338553
  120.50  -37.00   0.02485400
  121.50  -37.00   0.02597856
  122.50  -37.00   0.02665546
  123.50  -37.00   0.02685079
  124.50  -37.00   0.02658708
  125.50  -37.00   0.02591747
  126.50  -37.00   0.02490465
  127.50  -37.00   0.02361342
  128.50  -37.00   0.02211196
  129.50  -37.00   0.02046968
  130.50  -37.00   0.01874781
  131.50  -37.00   0.01698854
  132.50  -37.00   0.01521246
  133.50  -37.00   0.01342888
  134.50  -37.00   0.01165471
  135.50  -37.00   0.00993090
  136.50  -37.00   0.00832510
  137.50  -37.00   0.00691609
  138.50  -37.00   0.00576855
  139.50  -37.00   0.00491263
  140.50  -37.00   0.00434005
  141.50  -37.00   0.00401499
  142.50  -37.00   0.00388792
  143.50  -37.00   0.00390155
  144.50  -37.00   0.00398929
  145.50  -37.00   0.00408883
  146.50  -37.00   0.00416851
  147.50  -37.00   0.00419282
  148.50  -37.00   0.00413844
  149.50  -37.00   0.00404132
  150.50  -37.00   0.00398065
  151.50  -37.00   0.00402480
  152.50  -37.00   0.00418870
  153.50  -37.00   0.00442820
  154.50  -37.00   0.00466935
  155.50  -37.00   0.00484896
  156.50  -37.00   0.00493782
  157.50  -37.00   0.00493642
  158.50  -37.00   0.00485909
  159.50  -37.00   0.00472820
  160.50  -37.00   0.00457826
  161.50  -37.00   0.00445169
  162.50  -37.00   0.00437951
  163.50  -37.00   0.00436408
  164.50  -37.00   0.00438410
  165.50  -37.00   0.00441489
  166.50  -37.00   0.00442395
  167.50  -37.00   0.00436680
  168.50  -37.00   0.00425145
  169.50  -37.00   0.00413374
  170.50  -37.00   0.00407944
  171.50  -37.00   0.00412982
  172.50  -37.00   0.00427591
  173.50  -37.00   0.00445907
  174.50  -37.00   0.00460154
  175.50  -37.00   0.00464829
  176.50  -37.00   0.00459050
  177.50  -37.00   0.00445551
  178.50  -37.00   0.00427756
  179.50  -37.00   0.00407835
  180.50  -37.00   0.00387058
 -178.50  -36.00   0.00365011
 -177.50  -36.00   0.00351412
 -176.50  -36.00   0.00348303
 -175.50  -36.00   0.00359663
 -174.50  -36.00   0.00388572
 -173.50  -36.00   0.00435343
 -172.50  -36.00   0.00494430
 -171.50  -36.00   0.00553294
 -170.50  -36.00   0.00596132
 -169.50  -36.00   0.00610867
 -168.50  -36.00   0.00595422
 -167.50  -36.00   0.00559355
 -166.50  -36.00   0.00519088
 -165.50  -36.00   0.00488314
 -164.50  -36.00   0.00470148
 -163.50  -36.00   0.00457293
 -162.50  -36.00   0.00438812
 -161.50  -36.00   0.00408177
 -160.50  -36.00   0.00367952
 -159.50  -36.00   0.00328559
 -158.50  -36.00   0.00301258
 -157.50  -36.00   0.00289402
 -156.50  -36.00   0.00287259
 -155.50  -36.00   0.00288549
 -154.50  -36.00   0.00289501
 -153.50  -36.00   0.00288631
 -152.50  -36.00   0.00286545
 -151.50  -36.00   0.00285124
 -150.50  -36.00   0.00286470
 -149.50  -36.00   0.00291901
 -148.50  -36.00   0.00301245
 -147.50  -36.00   0.00312715
 -146.50  -36.00   0.00323497
 -145.50  -36.00   0.00330872
 -144.50  -36.00   0.00333399
 -143.50  -36.00   0.00331584
 -142.50  -36.00   0.00327420
 -141.50  -36.00   0.00322729
 -140.50  -36.00   0.00317523
 -139.50  -36.00   0.00310091
 -138.50  -36.00   0.00298790
 -137.50  -36.00   0.00283709
 -136.50  -36.00   0.00266625
 -135.50  -36.00   0.00249575
 -134.50  -36.00   0.00233651
 -133.50  -36.00   0.00219005
 -132.50  -36.00   0.00205581
 -131.50  -36.00   0.00193649
 -130.50  -36.00   0.00183851
 -129.50  -36.00   0.00176878
 -128.50  -36.00   0.00173045
 -127.50  -36.00   0.00172377
 -126.50  -36.00   0.00175203
 -125.50  -36.00   0.00182412
 -124.50  -36.00   0.00195069
 -123.50  -36.00   0.00213864
 -122.50  -36.00   0.00238946
 -121.50  -36.00   0.00270169
 -120.50  -36.00   0.00307398
 -119.50  -36.00   0.00350519
 -118.50  -36.00   0.00399168
 -117.50  -36.00   0.00452382
 -116.50  -36.00   0.00508496
 -115.50  -36.00   0.00565324
 -114.50  -36.00   0.00620539
 -113.50  -36.00   0.00672108
 -112.50  -36.00   0.00718562
 -111.50  -36.00   0.00759207
 -110.50  -36.00   0.00794283
 -109.50  -36.00   0.00825104
 -108.50  -36.00   0.00854146
 -107.50  -36.00   0.00884681
 -106.50  -36.00   0.00919412
 -105.50  -36.00   0.00958074
 -104.50  -36.00   0.00994996
 -103.50  -36.00   0.01019002
 -102.50  -36.00   0.01017491
 -101.50  -36.00   0.00983387
 -100.50  -36.00   0.00920113
  -99.50  -36.00   0.00840103
  -98.50  -36.00   0.00757599
  -97.50  -36.00   0.00681739
  -96.50  -36.00   0.00614842
  -95.50  -36.00   0.00555389
  -94.50  -36.00   0.00501617
  -93.50  -36.00   0.00453158
  -92.50  -36.00   0.00410741
  -91.50  -36.00   0.00375345
  -90.50  -36.00   0.00347503
  -89.50  -36.00   0.00327044
  -88.50  -36.00   0.00313158
  -87.50  -36.00   0.00304621
  -86.50  -36.00   0.00300092
  -85.50  -36.00   0.00298347
  -84.50  -36.00   0.00298425
  -83.50  -36.00   0.00299674
  -82.50  -36.00   0.00301731
  -81.50  -36.00   0.00304492
  -80.50  -36.00   0.00308165
  -79.50  -36.00   0.00313531
  -78.50  -36.00   0.00322462
  -77.50  -36.00   0.00338433
  -76.50  -36.00   0.00366012
  -75.50  -36.00   0.00408207
  -74.50  -36.00   0.00462333
  -73.50  -36.00   0.00518024
  -72.50  -36.00   0.00560885
  -71.50  -36.00   0.00580342
  -70.50  -36.00   0.00575422
  -69.50  -36.00   0.00553798
  -68.50  -36.00   0.00525792
  -67.50  -36.00   0.00498796
  -66.50  -36.00   0.00475612
  -65.50  -36.00   0.00456048
  -64.50  -36.00   0.00439126
  -63.50  -36.00   0.00424198
  -62.50  -36.00   0.00410936
  -61.50  -36.00   0.00398990
  -60.50  -36.00   0.00387852
  -59.50  -36.00   0.00376992
  -58.50  -36.00   0.00366076
  -57.50  -36.00   0.00355078
  -56.50  -36.00   0.00344255
  -55.50  -36.00   0.00334033
  -54.50  -36.00   0.00324876
  -53.50  -36.00   0.00317188
  -52.50  -36.00   0.00311284
  -51.50  -36.00   0.00307404
  -50.50  -36.00   0.00305754
  -49.50  -36.00   0.00306485
  -48.50  -36.00   0.00309563
  -47.50  -36.00   0.00314531
  -46.50  -36.00   0.00320311
  -45.50  -36.00   0.00325242
  -44.50  -36.00   0.00327492
  -43.50  -36.00   0.00325733
  -42.50  -36.00   0.00319772
  -41.50  -36.00   0.00310836
  -40.50  -36.00   0.00301216
  -39.50  -36.00   0.00292866
  -38.50  -36.00   0.00287673
  -37.50  -36.00   0.00290553
  -36.50  -36.00   0.00297078
  -35.50  -36.00   0.00305629
  -34.50  -36.00   0.00315369
  -33.50  -36.00   0.00325115
  -32.50  -36.00   0.00333342
  -31.50  -36.00   0.00338426
  -30.50  -36.00   0.00339762
  -29.50  -36.00   0.00339598
  -28.50  -36.00   0.00338016
  -27.50  -36.00   0.00334656
  -26.50  -36.00   0.00331169
  -25.50  -36.00   0.00329568
  -24.50  -36.00   0.00330730
  -23.50  -36.00   0.00333974
  -22.50  -36.00   0.00337514
  -21.50  -36.00   0.00339349
  -20.50  -36.00   0.00338249
  -19.50  -36.00   0.00335788
  -18.50  -36.00   0.00336096
  -17.50  -36.00   0.00339589
  -16.50  -36.00   0.00343542
  -15.50  -36.00   0.00346530
  -14.50  -36.00   0.00349881
  -13.50  -36.00   0.00356180
  -12.50  -36.00   0.00367170
  -11.50  -36.00   0.00382542
  -10.50  -36.00   0.00399908
   -9.50  -36.00   0.00415860
   -8.50  -36.00   0.00427607
   -7.50  -36.00   0.00434013
   -6.50  -36.00   0.00435382
   -5.50  -36.00   0.00432534
   -4.50  -36.00   0.00425947
   -3.50  -36.00   0.00415760
   -2.50  -36.00   0.00403306
   -1.50  -36.00   0.00392630
   -0.50  -36.00   0.00387435
    0.50  -36.00   0.00386044
    1.50  -36.00   0.00386236
    2.50  -36.00   0.00387232
    3.50  -36.00   0.00387832
    4.50  -36.00   0.00387311
    5.50  -36.00   0.00385772
    6.50  -36.00   0.00383563
    7.50  -36.00   0.00380834
    8.50  -36.00   0.00377730
    9.50  -36.00   0.00374703
   10.50  -36.00   0.00372397
   11.50  -36.00   0.00371132
   12.50  -36.00   0.00370574
   13.50  -36.00   0.00370092
   14.50  -36.00   0.00369752
   15.50  -36.00   0.00371790
   16.50  -36.00   0.00382802
   17.50  -36.00   0.00407367
   18.50  -36.00   0.00443581
   19.50  -36.00   0.00486083
   20.50  -36.00   0.00527533
   21.50  -36.00   0.00561350
   22.50  -36.00   0.00585517
   23.50  -36.00   0.00603890
   24.50  -36.00   0.00622962
   25.50  -36.00   0.00645697
   26.50  -36.00   0.00667034
